data_name,model,cutoff,positive_rule,n_train,n_valid,n_test,train_pos_ratio,valid_pos_ratio,test_pos_ratio,accuracy,precision,recall,f1,mcc,roc_auc,tp,tn,fp,fn,task_dir,output_csv
Acinetobacter,svm,4.0,resistant,9058,1662,1104,0.7989622433208213,0.838748495788207,0.8034420289855072,0.8125,0.8981264637002342,0.8647125140924464,0.8811028144744399,0.4403671537956628,0.8507837218605667,767,130,87,120,/home/silong/paper/pepclip/codex/antibiotics/antibiotic_benchmark/datasets/dpnet_db/Acinetobacter/processed/Acinetobacter,/home/silong/paper/pepclip/codex/antibiotics/antibiotic_benchmark/resutls/Acinetobacter/svm_4.csv
