data_name,model,cutoff,positive_rule,n_train,n_valid,n_test,train_pos_ratio,valid_pos_ratio,test_pos_ratio,accuracy,precision,recall,f1,mcc,roc_auc,tp,tn,fp,fn,task_dir,output_csv
Acinetobacter,svm,2.0,resistant,9058,1662,1104,0.8681828218149702,0.8892900120336944,0.8632246376811594,0.8596014492753623,0.9394273127753304,0.8950682056663168,0.9167114454594304,0.47733057709188853,0.8913365252982911,853,96,55,100,/home/silong/paper/pepclip/codex/antibiotics/antibiotic_benchmark/datasets/dpnet_db/Acinetobacter/processed/Acinetobacter,/home/silong/paper/pepclip/codex/antibiotics/antibiotic_benchmark/resutls/Acinetobacter/svm_2.csv
